(ADBE), 15000, 03/15/2024, 20024801, S
(ADBE), 15000, 03/13/2024, 20024801, S
(AMD), 15000, 03/18/2024, 20024801, P
(AMD), 15000, 03/15/2024, 20024801, P
(ADC), 15000, 03/14/2024, 20024801, S
(AAPL), 15000, 03/22/2024, 20024801, S
(AAPL), 15000, 03/15/2024, 20024801, S
(BHP), 15000, 03/12/2024, 20024801, S
(BNTX), 15000, 03/14/2024, 20024801, S
(SQ), 15000, 03/21/2024, 20024801, P
(DHI), 15000, 03/14/2024, 20024801, P
(DHI), 15000, 03/07/2024, 20024801, P
(DASTY), 15000, 03/13/2024, 20024801, P
(ETN), 15000, 03/13/2024, 20024801, S
(XNGSY), 15000, 03/26/2024, 20024801, P
(DAVA), 15000, 03/14/2024, 20024801, S
(FOXF), 15000, 03/14/2024, 20024801, S
(HSHCY), 15000, 03/14/2024, 20024801, S
(HCA), 15000, 03/01/2024, 20024801, S
(INTA), 15000, 03/14/2024, 20024801, S
(MAR), 15000, 03/13/2024, 20024801, S
(MELI), 15000, 03/15/2024, 20024801, S
(MELI), 15000, 03/12/2024, 20024801, P
(OCFC), 15000, 03/14/2024, 20024801, S
(PWP), 15000, 03/07/2024, 20024801, P
(CRM), 15000, 03/13/2024, 20024801, S
(SSDOY), 15000, 03/13/2024, 20024801, S
(SHLS), 15000, 03/14/2024, 20024801, S
(SNPS), 15000, 03/13/2024, 20024801, S
(TSM), 15000, 03/12/2024, 20024801, S
(TSLA), 15000, 03/15/2024, 20024801, S
(TDG), 15000, 03/13/2024, 20024801, S
