JT General Dynamics Corporation Common Stock (GD), S, 12/16/2024, 50000
JT Meta Platforms Inc. - Class A Common Stock (META), P, 12/09/2024, 15000
JT O'Reilly Automotive Inc. - Common Stock (ORLY), P, 12/16/2024, 50000
JT TIM S.A. American Depositary Shares (TIMB), S, 12/09/2024, 50000
