SP Apple Inc. - Common Stock (AAPL), S, 12/31/2024, 25000000
SP NVIDIA Corporation - Common Stock (NVDA), S, 12/31/2024, 5000000
SP NVIDIA Corporation - Common Stock (NVDA), P, 12/20/2024, 1000000
SP Palo Alto Networks Inc. (PANW), P, 12/20/2024, 5000000
