Alphabet Inc. - Class A Common Stock (GOOGL), P, 01/07/2025, 15000
Booz Allen Hamilton Holding Corporation Common Stock (BAH), S, 01/07/2025, 15000
Broadridge Financial Solutions Inc. Common Stock (BR), P, 01/07/2025, 15000
Cintas Corporation - Common Stock (CTAS), P, 01/07/2025, 15000
Comcast Corporation - Class A Common Stock (CMCSA), S, 01/07/2025, 15000
General Dynamics Corporation Common Stock (GD), S, 01/07/2025, 15000
UnitedHealth Group Incorporated Common Stock (UNH), S, 01/07/2025, 15000
Verisk Analytics Inc. - Common Stock (VRSK), P, 01/07/2025, 15000
