(AMD), 15000, 12/20/2023, 20024248, S
(ALGM), 15000, 12/11/2023, 20024248, S
(ALNY), 15000, 12/11/2023, 20024248, S
(GOOG), 15000, 12/01/2023, 20024248, S
(BNTX), 15000, 12/06/2023, 20024248, P
(BNTX), 15000, 12/05/2023, 20024248, P
(BNTX), 15000, 12/07/2023, 20024248, P
(DBSDY), 15000, 12/21/2023, 20024248, P
(EW), 15000, 12/11/2023, 20024248, P
(XNGSY), 15000, 12/11/2023, 20024248, S
(FANUY), 15000, 12/06/2023, 20024248, S
(LOPE), 15000, 12/20/2023, 20024248, S
(HSHCY), 15000, 12/11/2023, 20024248, S
(HLI), 15000, 12/20/2023, 20024248, S
(PPRUY), 15000, 12/05/2023, 20024248, S
(LZAGY), 15000, 12/05/2023, 20024248, S
(LZAGY), 15000, 12/21/2023, 20024248, S
(MNST), 15000, 12/04/2023, 20024248, S
(NOC), 50000, 12/29/2023, 20024248, P
(OCFC), 15000, 12/11/2023, 20024248, S
(ON), 15000, 12/11/2023, 20024248, S
(PTEN), 15000, 12/11/2023, 20024248, S
(SBGSY), 15000, 12/05/2023, 20024248, S
(SSDOY), 15000, 12/11/2023, 20024248, S
(SHLS), 15000, 12/11/2023, 20024248, S
(SONY), 15000, 12/06/2023, 20024248, P
(COCO), 15000, 12/01/2023, 20024248, P
(UMBF), 15000, 12/20/2023, 20024248, P
