(ALG), 15000, 05/06/2024, 20025207, S
(ALGN), 15000, 05/20/2024, 20025207, S
(GOOG), 15000, 05/03/2024, 20025207, P
(AMSF), 15000, 05/29/2024, 20025207, S
(BX), 15000, 05/20/2024, 20025207, S
(BKNG), 15000, 05/20/2024, 20025207, P
(CLPBY), 15000, 05/17/2024, 20025207, P
(EXAS), 15000, 05/10/2024, 20025207, S
(LOPE), 15000, 05/06/2024, 20025207, P
(HLN), 15000, 05/20/2024, 20025207, P
(INSM), 15000, 05/28/2024, 20025207, S
(INTA), 15000, 05/09/2024, 20025207, P
(KKR), 15000, 05/10/2024, 20025207, P
(LOW), 15000, 05/01/2024, 20025207, S
(MELI), 15000, 05/01/2024, 20025207, S
(META), 15000, 05/23/2024, 20025207, S
(MSFT), 5000000, 05/14/2024, 20025207, P
(MSFT), 5000000, 05/14/2024, 20025207, P
(MSFT), 5000000, 05/14/2024, 20025207, S
(MSFT), 5000000, 05/14/2024, 20025207, S
(MNST), 15000, 05/20/2024, 20025207, S
(RPD), 15000, 05/15/2024, 20025207, S
(CRM), 15000, 05/30/2024, 20025207, S
(SWTX), 15000, 05/09/2024, 20025207, P
(SSMXY), 15000, 05/06/2024, 20025207, P
(SSMXY), 15000, 05/02/2024, 20025207, P
(TSLA), 15000, 05/01/2024, 20025207, P
(TXRH), 15000, 05/06/2024, 20025207, S
(BWIN), 15000, 05/29/2024, 20025207, P
(UBER), 15000, 05/07/2024, 20025207, S
(UMBF), 15000, 05/22/2024, 20025207, P
