(AMD), 15000, 05/01/2023, 20023087, S
(GOOG), 15000, 05/01/2023, 20023087, S
(COF), 15000, 05/02/2023, 20023087, S
(SCHW), 15000, 05/08/2023, 20023087, S
(EXAS), 15000, 05/01/2023, 20023087, S
(RHHBY), 15000, 05/16/2023, 20023087, S
(SHW), 15000, 05/12/2023, 20023087, S
(SHOP), 15000, 05/01/2023, 20023087, S
(TCEHY), 15000, 05/16/2023, 20023087, S
(TXN), 15000, 05/01/2023, 20023087, S
(TTD), 15000, 05/01/2023, 20023087, S
(TDG), 15000, 05/16/2023, 20023087, P
(USPH), 15000, 05/24/2023, 20023087, P
