(ADYEY), 15000, 08/21/2023, 20023651, P
(GOOG), 15000, 08/14/2023, 20023651, P
(ASAZY), 15000, 08/21/2023, 20023651, P
(ASAZY), 15000, 08/22/2023, 20023651, P
(SQ), 15000, 08/22/2023, 20023651, S
(CHGCY), 15000, 08/18/2023, 20023651, P
(DASTY), 15000, 08/18/2023, 20023651, P
(ETN), 15000, 08/25/2023, 20023651, P
(FOXF), 15000, 08/10/2023, 20023651, P
(HSHCY), 15000, 08/18/2023, 20023651, P
(META), 15000, 08/21/2023, 20023651, P
(NSC), 15000, 08/24/2023, 20023651, P
(NSC), 15000, 08/25/2023, 20023651, P
(REGN), 15000, 08/21/2023, 20023651, P
(SHLS), 15000, 08/10/2023, 20023651, P
(VZ), 15000, 08/24/2023, 20023651, S
