Spartz Victoria, 1/12/2023, 20022269
Spartz Victoria, 4/30/2023, 20022813
Spartz Victoria, 5/10/2023, 20022905
Spartz Victoria, 5/10/2023, 20022906
Spartz Victoria, 8/22/2023, 20023570
Stanton Greg, 11/9/2023, 20023892
Stanton Greg, 11/13/2023, 20023994
Steube Greg, 3/15/2023, 20022574
Steube Greg, 8/9/2023, 20023452
Thanedar Shri, 2/9/2023, 20022380
Trone David, 3/20/2023, 20021261
Wasserman Schultz Debbie, 2/20/2023, 20022454
Wasserman Schultz Debbie, 7/11/2023, 20023283
Wittman Robert, 1/5/2023, 20022227
Wittman Robert, 2/15/2023, 20022437
Wittman Robert, 3/5/2023, 20022513
Wittman Robert, 5/7/2023, 20022746
Wittman Robert, 6/9/2023, 20023110
Wittman Robert, 8/13/2023, 20023474
Wittman Robert, 9/30/2023, 20023757
Wittman Robert, 10/19/2023, 20023861
Yakym Rudy III, 2/3/2023, 20022362
Yakym Rudy III, 5/15/2023, 20022969
Yakym Rudy III, 6/16/2023, 20023174
Yakym Rudy III, 7/9/2023, 20023267
Yakym Rudy III, 8/10/2023, 20023494
Yakym Rudy III, 9/11/2023, 20023658
Yakym Rudy III, 10/12/2023, 20023843
Yakym Rudy III, 12/27/2023, 20024203
